municipio;ano;area_total_ha;valor_total_mil_reais;total_status;n_produtos_cultivados;hhi_area;produto_lider_valor;valor_produto_lider;area_ha_Cana e forragens;area_ha_Fibras e fumo;area_ha_Frutas;area_ha_Grãos e oleaginosas;area_ha_Hortaliças;area_ha_Perenes comerciais;area_ha_Raízes e tubérculos;uf;ano_preliminar;pct_soja_milho_area;valor_por_ha_reais
Paragominas;2024;320020,0;1850724,0;informado;17,0;0,726;Soja (em grão);1690133,0;0,0;0,0;514,0;318300,0;0,0;582,0;624,0;PA;False;95,9;5783,0
Parauapebas;2024;5671,0;150194,0;informado;13,0;0,251;Mandioca;89112,0;0,0;0,0;1225,0;2500,0;6,0;90,0;1850,0;PA;False;35,3;26485,0
Pau D'Arco;2024;8275,0;45287,0;informado;7,0;0,497;Soja (em grão);30000,0;0,0;0,0;65,0;8000,0;0,0;10,0;200,0;PA;False;96,7;5473,0
Peixe-Boi;2024;1321,0;7743,0;informado;10,0;0,363;Mandioca;4362,0;0,0;6,0;160,0;450,0;0,0;5,0;700,0;PA;False;26,5;5861,0
Piçarra;2024;3367,0;29580,0;informado;7,0;0,587;Milho (em grão);13500,0;0,0;0,0;60,0;2700,0;0,0;0,0;607,0;PA;False;80,2;8785,0
Placas;2024;22011,0;779982,0;informado;15,0;0,43;Cacau (em amêndoa);665646,0;5,0;0,0;1640,0;5150,0;0,0;14566,0;650,0;PA;False;18,2;35436,0
Ponta de Pedras;2024;3365,0;41498,0;informado;3,0;0,962;Açaí;41027,0;0,0;0,0;3335,0;0,0;0,0;0,0;30,0;PA;False;0,0;12332,0
Portel;2024;21780,0;316666,0;informado;4,0;0,617;Açaí;207958,0;0,0;0,0;5580,0;0,0;0,0;0,0;16200,0;PA;False;0,0;14539,0
Porto de Moz;2024;1226,0;30221,0;informado;16,0;0,186;Mandioca;12225,0;15,0;0,0;481,0;300,0;0,0;30,0;400,0;PA;False;11,4;24650,0
Prainha;2024;4525,0;66867,0;informado;17,0;0,357;Mandioca;45360,0;6,0;0,0;569,0;2100,0;0,0;50,0;1800,0;PA;False;2,2;14777,0
Primavera;2024;588,0;3548,0;informado;5,0;0,281;Pimenta-do-reino;1350,0;0,0;0,0;70,0;330,0;0,0;18,0;170,0;PA;False;39,1;6034,0
Quatipuru;2024;833,0;14421,0;informado;10,0;0,363;Açaí;9564,0;0,0;0,0;303,0;80,0;0,0;0,0;450,0;PA;False;4,8;17312,0
Redenção;2024;23330,0;298329,0;informado;8,0;0,408;Mandioca;176926,0;0,0;0,0;62,0;20768,0;0,0;0,0;2500,0;PA;False;88,3;12787,0
Rio Maria;2024;3474,0;43771,0;informado;4,0;0,443;Abacaxi;24570,0;0,0;0,0;300,0;3134,0;0,0;0,0;40,0;PA;False;90,2;12600,0
Rondon do Pará;2024;112139,0;768330,0;informado;12,0;0,51;Soja (em grão);561746,0;0,0;0,0;63,0;111585,0;8,0;3,0;480,0;PA;False;93,2;6852,0
Rurópolis;2024;10501,0;233625,0;informado;16,0;0,207;Cacau (em amêndoa);121027,0;10,0;0,0;3546,0;3130,0;0,0;2865,0;950,0;PA;False;22,6;22248,0
Salinópolis;2024;827,0;7756,0;informado;6,0;0,295;Coco-da-baía;3954,0;0,0;0,0;302,0;225,0;0,0;0,0;300,0;PA;False;14,5;9378,0
Salvaterra;2024;1740,0;41159,0;informado;5,0;0,501;Abacaxi;36639,0;0,0;0,0;600,0;1100,0;0,0;0,0;40,0;PA;False;0,0;23655,0
Santa Bárbara do Pará;2024;1975,0;22612,0;informado;5,0;0,627;Dendê (cacho de coco);17556,0;0,0;0,0;200,0;55,0;0,0;1540,0;180,0;PA;False;1,5;11449,0
Santa Izabel do Pará;2024;9043,0;319362,0;informado;10,0;0,787;Açaí;294000,0;0,0;0,0;8115,0;0,0;0,0;788,0;140,0;PA;False;0,0;35316,0
Santa Luzia do Pará;2024;2000,0;31120,0;informado;8,0;0,251;Pimenta-do-reino;14175,0;0,0;10,0;340,0;600,0;0,0;200,0;850,0;PA;False;17,5;15560,0
Santa Maria das Barreiras;2024;178500,0;752511,0;informado;15,0;0,46;Soja (em grão);576818,0;15,0;0,0;125,0;177730,0;0,0;10,0;620,0;PA;False;79,6;4216,0
Santa Maria do Pará;2024;7311,0;102208,0;informado;8,0;0,505;Mandioca;74927,0;0,0;0,0;240,0;730,0;0,0;1341,0;5000,0;PA;False;9,6;13980,0
Santana do Araguaia;2024;225990,0;1044736,0;informado;7,0;0,515;Soja (em grão);810000,0;0,0;250,0;15,0;225700,0;0,0;0,0;25,0;PA;False;92,9;4623,0
Santarém;2024;54411,0;327284,0;informado;20,0;0,425;Soja (em grão);164970,0;15,0;0,0;478,0;49345,0;10,0;563,0;4000,0;PA;False;89,1;6015,0
Santarém Novo;2024;1110,0;8357,0;informado;6,0;0,385;Mandioca;4281,0;0,0;0,0;30,0;500,0;0,0;30,0;550,0;PA;False;36,0;7529,0
Santo Antônio do Tauá;2024;4114,0;95329,0;informado;10,0;0,273;Açaí;26742,0;0,0;0,0;1560,0;60,0;0,0;2194,0;300,0;PA;False;1,5;23172,0
São Caetano de Odivelas;2024;1405,0;45112,0;informado;17,0;0,353;Mandioca;26690,0;10,0;0,0;395,0;140,0;0,0;60,0;800,0;PA;False;4,3;32108,0
São Domingos do Araguaia;2024;3615,0;67624,0;informado;7,0;0,357;Mandioca;43327,0;0,0;0,0;610,0;1065,0;0,0;40,0;1900,0;PA;False;24,9;18707,0
São Domingos do Capim;2024;17500,0;258705,0;informado;14,0;0,383;Mandioca;142835,0;0,0;0,0;3290,0;700,0;0,0;3510,0;10000,0;PA;False;2,0;14783,0
São Félix do Xingu;2024;33958,0;473419,0;informado;11,0;0,309;Cacau (em amêndoa);201600,0;0,0;0,0;2174,0;25244,0;0,0;5000,0;1540,0;PA;False;73,6;13941,0
São Francisco do Pará;2024;6172,0;112930,0;informado;14,0;0,442;Mandioca;64560,0;100,0;0,0;500,0;380,0;0,0;1192,0;4000,0;PA;False;4,9;18297,0
São Geraldo do Araguaia;2024;8955,0;97338,0;informado;9,0;0,55;Cacau (em amêndoa);41400,0;0,0;0,0;755,0;6540,0;0,0;1060,0;600,0;PA;False;72,6;10870,0
São João da Ponta;2024;734,0;18053,0;informado;14,0;0,225;Abacaxi;6036,0;0,0;0,0;242,0;54,0;0,0;138,0;300,0;PA;False;3,0;24595,0
São João de Pirabas;2024;492,0;3949,0;informado;8,0;0,214;Mandioca;1178,0;0,0;0,0;172,0;140,0;0,0;0,0;180,0;PA;False;16,3;8026,0
São João do Araguaia;2024;1405,0;35915,0;informado;9,0;0,293;Mandioca;19523,0;0,0;0,0;425,0;330,0;0,0;0,0;650,0;PA;False;19,9;25562,0
São Miguel do Guamá;2024;6953,0;108681,0;informado;12,0;0,371;Mandioca;59828,0;0,0;0,0;650,0;1500,0;0,0;803,0;4000,0;PA;False;14,4;15631,0
São Sebastião da Boa Vista;2024;5070,0;50694,0;informado;2,0;0,973;Açaí;50165,0;0,0;0,0;5000,0;0,0;0,0;0,0;70,0;PA;False;0,0;9999,0
Sapucaia;2024;2061,0;15200,0;informado;5,0;0,672;Milho (em grão);11224,0;0,0;0,0;9,0;2041,0;0,0;1,0;10,0;PA;False;99,0;7375,0
Senador José Porfírio;2024;6286,0;316022,0;informado;12,0;0,47;Cacau (em amêndoa);277221,0;15,0;0,0;945,0;795,0;0,0;4176,0;355,0;PA;False;10,3;50274,0
Soure;2024;125,0;545,0;informado;1,0;1,0;Coco-da-baía;545,0;0,0;0,0;125,0;0,0;0,0;0,0;0,0;PA;False;0,0;4360,0
Tailândia;2024;100035,0;834622,0;informado;15,0;0,435;Dendê (cacho de coco);612355,0;0,0;0,0;615,0;37100,0;0,0;61320,0;1000,0;PA;False;35,5;8343,0
Terra Alta;2024;916,0;18229,0;informado;12,0;0,389;Dendê (cacho de coco);6657,0;0,0;0,0;177,0;12,0;0,0;567,0;160,0;PA;False;0,5;19901,0
Terra Santa;2024;92,0;2106,0;informado;9,0;0,448;Mandioca;1640,0;5,0;0,0;16,0;11,0;0,0;0,0;60,0;PA;False;10,9;22891,0
Tomé-Açu;2024;62660,0;947027,0;informado;15,0;0,484;Dendê (cacho de coco);484740,0;0,0;0,0;4100,0;6350,0;0,0;49580,0;2630,0;PA;False;8,8;15114,0
Tracuateua;2024;3576,0;34022,0;informado;12,0;0,54;Mandioca;25660,0;0,0;30,0;236,0;755,0;0,0;15,0;2540,0;PA;False;2,8;9514,0
Trairão;2024;12646,0;155924,0;informado;18,0;0,139;Banana (cacho);42000,0;10,0;0,0;2015,0;7950,0;2,0;1661,0;1008,0;PA;False;34,8;12330,0
Tucumã;2024;14088,0;355895,0;informado;9,0;0,346;Cacau (em amêndoa);303105,0;0,0;0,0;280,0;7058,0;0,0;6600,0;150,0;PA;False;49,7;25262,0
Tucuruí;2024;242,0;5340,0;informado;7,0;0,211;Açaí;1543,0;0,0;0,0;92,0;54,0;0,0;26,0;70,0;PA;False;22,3;22066,0
Ulianópolis;2024;109378,0;688614,0;informado;24,0;0,511;Soja (em grão);477339,0;17000,0;0,0;367,0;91410,0;0,0;160,0;441,0;PA;False;78,8;6296,0
Uruará;2024;23810,0;1160643,0;informado;17,0;0,632;Cacau (em amêndoa);1095376,0;0,0;0,0;1084,0;3190,0;30,0;18846,0;660,0;PA;False;10,9;48746,0
Vigia;2024;795,0;13978,0;informado;7,0;0,425;Mandioca;6628,0;0,0;0,0;260,0;0,0;0,0;35,0;500,0;PA;False;0,0;17582,0
Viseu;2024;8585,0;96652,0;informado;14,0;0,382;Mandioca;45668,0;0,0;140,0;1265,0;2230,0;0,0;120,0;4830,0;PA;False;1,6;11258,0
Vitória do Xingu;2024;10806,0;212288,0;informado;18,0;0,343;Cacau (em amêndoa);161660,0;4,0;0,0;768,0;4275,0;0,0;5529,0;230,0;PA;False;38,9;19645,0
Xinguara;2024;15305,0;91924,0;informado;5,0;0,528;Milho (em grão);49150,0;0,0;0,0;0,0;15105,0;0,0;70,0;130,0;PA;False;98,2;6006,0
Abaetetuba;2025;34800,0;620095,0;informado;20,0;0,659;Açaí;542920,0;100,0;0,0;29120,0;225,0;0,0;3205,0;2150,0;PA;True;0,3;17819,0
Abel Figueiredo;2025;7539,0;56224,0;informado;10,0;0,55;Soja (em grão);35000,0;4,0;0,0;10,0;7503,0;0,0;2,0;20,0;PA;True;99,5;7458,0
Acará;2025;64049,0;1354070,0;informado;17,0;0,296;Mandioca;531998,0;0,0;0,0;16279,0;150,0;0,0;27320,0;20300,0;PA;True;0,1;21141,0
Afuá;2025;160,0;3019,0;informado;2,0;0,596;Mandioca;1821,0;0,0;0,0;45,0;0,0;0,0;0,0;115,0;PA;True;0,0;18869,0
Água Azul do Norte;2025;7171,0;53526,0;informado;9,0;0,613;Milho (em grão);23780,0;0,0;0,0;143,0;6600,0;100,0;180,0;148,0;PA;True;92,0;7464,0
Alenquer;2025;20487,0;297700,0;informado;16,0;0,551;Mandioca;212813,0;16,0;0,0;2315,0;2540,0;0,0;616,0;15000,0;PA;True;9,8;14531,0
Almeirim;2025;983,0;30973,0;informado;18,0;0,13;Abacaxi;9100,0;10,0;0,0;403,0;145,0;0,0;145,0;280,0;PA;True;9,7;31509,0
Altamira;2025;120088,0;827946,0;informado;20,0;0,407;Soja (em grão);275232,0;10,0;0,0;1862,0;111900,0;5,0;5661,0;650,0;PA;True;89,1;6894,0
Anajás;2025;12375,0;388478,0;informado;4,0;0,91;Açaí;378848,0;0,0;0,0;12065,0;0,0;0,0;0,0;310,0;PA;True;0,0;31392,0
Ananindeua;2025;38,0;756,0;informado;4,0;0,339;Banana (cacho);340,0;0,0;0,0;28,0;0,0;0,0;0,0;10,0;PA;True;0,0;19895,0
Anapu;2025;13728,0;385009,0;informado;17,0;0,467;Cacau (em amêndoa);294585,0;0,0;0,0;1982,0;1950,0;0,0;9246,0;550,0;PA;True;10,9;28046,0
Augusto Corrêa;2025;3274,0;31815,0;informado;16,0;0,601;Mandioca;17045,0;0,0;0,0;375,0;270,0;40,0;74,0;2515,0;PA;True;1,5;9717,0
Aurora do Pará;2025;8232,0;145045,0;informado;16,0;0,28;Açaí;52588,0;0,0;40,0;1897,0;600,0;0,0;4395,0;1300,0;PA;True;6,1;17620,0
Aveiro;2025;1955,0;49486,0;informado;19,0;0,269;Cacau (em amêndoa);20207,0;4,0;0,0;341,0;193,0;0,0;617,0;800,0;PA;True;2,5;25313,0
Bagre;2025;12854,0;458007,0;informado;6,0;0,882;Açaí;452685,0;0,0;0,0;12074,0;0,0;0,0;0,0;780,0;PA;True;0,0;35631,0
Baião;2025;25522,0;814244,0;informado;10,0;0,626;Mandioca;614346,0;0,0;0,0;1802,0;950,0;0,0;2770,0;20000,0;PA;True;3,1;31904,0
Bannach;2025;6884,0;48537,0;informado;6,0;0,581;Soja (em grão);40216,0;0,0;0,0;9,0;6853,0;0,0;7,0;15,0;PA;True;99,5;7051,0
Barcarena;2025;14499,0;317767,0;informado;18,0;0,502;Açaí;243600,0;5,0;0,0;10862,0;362,0;0,0;1720,0;1550,0;PA;True;2,1;21916,0
Belém;2025;176,0;3935,0;informado;2,0;0,934;Açaí;3863,0;0,0;0,0;176,0;0,0;0,0;0,0;0,0;PA;True;0,0;22358,0
Belterra;2025;58711,0;378327,0;informado;18,0;0,475;Soja (em grão);184140,0;0,0;0,0;391,0;57060,0;5,0;55,0;1200,0;PA;True;97,1;6444,0
Benevides;2025;833,0;14797,0;informado;8,0;0,574;Açaí;8456,0;0,0;0,0;768,0;0,0;0,0;65,0;0,0;PA;True;0,0;17764,0
Bom Jesus do Tocantins;2025;712,0;11499,0;informado;14,0;0,341;Milho (em grão);4224,0;0,0;0,0;158,0;480,0;0,0;0,0;74,0;PA;True;56,2;16150,0
Bonito;2025;8070,0;106867,0;informado;9,0;0,757;Dendê (cacho de coco);95340,0;0,0;0,0;410,0;230,0;0,0;7030,0;400,0;PA;True;1,6;13243,0
Bragança;2025;5625,0;47720,0;informado;16,0;0,74;Mandioca;35461,0;0,0;0,0;365,0;285,0;80,0;65,0;4830,0;PA;True;1,2;8484,0
Brasil Novo;2025;11687,0;410179,0;informado;19,0;0,602;Cacau (em amêndoa);370187,0;2,0;0,0;595,0;1518,0;0,0;8922,0;650,0;PA;True;12,8;35097,0
Brejo Grande do Araguaia;2025;2311,0;16684,0;informado;8,0;0,427;Soja (em grão);8192,0;0,0;0,0;135,0;2116,0;0,0;0,0;60,0;PA;True;89,8;7219,0
Breu Branco;2025;16463,0;95521,0;informado;18,0;0,29;Soja (em grão);41646,0;0,0;0,0;170,0;16040,0;15,0;196,0;42,0;PA;True;61,0;5802,0
Breves;2025;3883,0;121150,0;informado;6,0;0,696;Açaí;113491,0;0,0;0,0;3493,0;0,0;0,0;0,0;390,0;PA;True;0,0;31200,0
Bujaru;2025;9452,0;347172,0;informado;12,0;0,491;Açaí;286000,0;0,0;0,0;7372,0;100,0;0,0;1150,0;830,0;PA;True;1,1;36730,0
Cachoeira do Piriá;2025;2010,0;33586,0;informado;13,0;0,281;Açaí;19294,0;0,0;0,0;925,0;230,0;120,0;60,0;675,0;PA;True;3,0;16709,0
Cachoeira do Arari;2025;12750,0;84637,0;informado;4,0;0,859;Arroz (em casca);66656,0;0,0;0,0;750,0;11800,0;0,0;0,0;200,0;PA;True;0,0;6638,0
Cametá;2025;50044,0;1380869,0;informado;15,0;0,512;Açaí;1055156,0;0,0;0,0;34913,0;694,0;0,0;7437,0;7000,0;PA;True;0,5;27593,0
Canaã dos Carajás;2025;12389,0;60210,0;informado;11,0;0,938;Milho (em grão);48000,0;0,0;0,0;181,0;12008,0;0,0;30,0;170,0;PA;True;96,9;4860,0
Capanema;2025;3285,0;33433,0;informado;10,0;0,507;Mandioca;17057,0;0,0;0,0;595,0;350,0;0,0;40,0;2300,0;PA;True;6,1;10177,0
Capitão Poço;2025;21255,0;589421,0;informado;12,0;0,356;Laranja;424800,0;0,0;0,0;14005,0;3050,0;0,0;1100,0;3100,0;PA;True;7,1;27731,0
Castanhal;2025;11989,0;218280,0;informado;15,0;0,479;Mandioca;75889,0;0,0;0,0;1575,0;400,0;0,0;1914,0;8100,0;PA;True;1,7;18207,0
Chaves;2025;80,0;1242,0;informado;1,0;1,0;Mandioca;1242,0;0,0;0,0;0,0;0,0;0,0;0,0;80,0;PA;True;0,0;15525,0
Colares;2025;305,0;5748,0;informado;5,0;0,47;Açaí;4875,0;0,0;0,0;225,0;30,0;0,0;0,0;50,0;PA;True;9,8;18846,0
Conceição do Araguaia;2025;43967,0;280966,0;informado;10,0;0,449;Soja (em grão);166546,0;0,0;0,0;550,0;42889,0;0,0;8,0;520,0;PA;True;91,5;6390,0
Concórdia do Pará;2025;29247,0;328080,0;informado;17,0;0,583;Dendê (cacho de coco);130240,0;0,0;0,0;3372,0;165,0;0,0;23110,0;2600,0;PA;True;0,3;11218,0
Cumaru do Norte;2025;98650,0;593226,0;informado;9,0;0,514;Soja (em grão);461916,0;0,0;0,0;250,0;98220,0;0,0;30,0;150,0;PA;True;98,8;6013,0
Curionópolis;2025;6246,0;52870,0;informado;14,0;0,363;Mandioca;16414,0;0,0;0,0;416,0;5300,0;0,0;30,0;500,0;PA;True;83,3;8465,0
Curralinho;2025;3399,0;109429,0;informado;5,0;0,688;Açaí;105188,0;5,0;0,0;2769,0;0,0;0,0;0,0;625,0;PA;True;0,0;32194,0
Curuá;2025;695,0;21321,0;informado;9,0;0,423;Açaí;18318,0;0,0;0,0;534,0;36,0;20,0;5,0;100,0;PA;True;3,6;30678,0
Curuçá;2025;1729,0;31932,0;informado;14,0;0,369;Açaí;12530,0;0,0;0,0;551,0;30,0;0,0;148,0;1000,0;PA;True;1,2;18468,0
Dom Eliseu;2025;186851,0;1099929,0;informado;21,0;0,523;Soja (em grão);840000,0;0,0;0,0;372,0;186253,0;6,0;120,0;100,0;PA;True;87,2;5887,0
Eldorado do Carajás;2025;5640,0;46368,0;informado;16,0;0,619;Milho (em grão);13200,0;0,0;0,0;575,0;4465,0;0,0;150,0;450,0;PA;True;78,0;8221,0
Faro;2025;108,0;1667,0;informado;10,0;0,614;Mandioca;1314,0;1,0;0,0;18,0;2,0;3,0;0,0;84,0;PA;True;1,9;15435,0
Floresta do Araguaia;2025;37206,0;1055129,0;informado;11,0;0,278;Abacaxi;871200,0;0,0;0,0;8137,0;28361,0;80,0;8,0;620,0;PA;True;64,0;28359,0
Garrafão do Norte;2025;8340,0;121369,0;informado;10,0;0,195;Pimenta-do-reino;47551,0;0,0;0,0;1827,0;1412,0;0,0;3001,0;2100,0;PA;True;9,6;14553,0
Goianésia do Pará;2025;21359,0;129315,0;informado;13,0;0,496;Soja (em grão);86471,0;0,0;0,0;175,0;20498,0;500,0;105,0;81,0;PA;True;79,3;6054,0
Gurupá;2025;1204,0;31499,0;informado;15,0;0,243;Mandioca;9450,0;4,0;0,0;507,0;168,0;0,0;105,0;420,0;PA;True;2,5;26162,0
Igarapé-Açu;2025;11705,0;242940,0;informado;20,0;0,39;Dendê (cacho de coco);87623,0;15,0;0,0;1750,0;210,0;0,0;8630,0;1100,0;PA;True;1,1;20755,0
Igarapé-Miri;2025;55149,0;1711355,0;informado;15,0;0,891;Açaí;1676790,0;10,0;0,0;52535,0;72,0;0,0;502,0;2030,0;PA;True;0,1;31031,0
Inhangapi;2025;5223,0;98450,0;informado;18,0;0,353;Açaí;68545,0;0,0;0,0;2984,0;85,0;0,0;454,0;1700,0;PA;True;0,8;18849,0
Ipixuna do Pará;2025;21094,0;198490,0;informado;20,0;0,303;Soja (em grão);62000,0;0,0;0,0;484,0;17950,0;0,0;310,0;2350,0;PA;True;71,1;9410,0
Irituia;2025;4171,0;65300,0;informado;11,0;0,186;Açaí;15868,0;0,0;0,0;1100,0;750,0;0,0;1121,0;1200,0;PA;True;12,0;15656,0
Itaituba;2025;3125,0;61604,0;informado;21,0;0,152;Mandioca;25603,0;3,0;0,0;965,0;1210,0;0,0;352,0;595,0;PA;True;20,8;19713,0
Itupiranga;2025;8227,0;125116,0;informado;11,0;0,387;Mandioca;90220,0;0,0;0,0;842,0;3715,0;0,0;100,0;3570,0;PA;True;44,0;15208,0
Jacareacanga;2025;3988,0;104911,0;informado;14,0;0,319;Mandioca;82470,0;10,0;0,0;344,0;1622,0;0,0;12,0;2000,0;PA;True;22,2;26307,0
Jacundá;2025;674,0;8900,0;informado;12,0;0,281;Açaí;4080,0;0,0;0,0;139,0;490,0;0,0;0,0;45,0;PA;True;66,8;13205,0
Juruti;2025;6201,0;101806,0;informado;13,0;0,937;Mandioca;96930,0;3,0;0,0;174,0;9,0;15,0;0,0;6000,0;PA;True;0,1;16418,0
Limoeiro do Ajuru;2025;11912,0;408464,0;informado;11,0;0,856;Açaí;397467,0;0,0;0,0;11037,0;28,0;0,0;147,0;700,0;PA;True;0,2;34290,0
Mãe do Rio;2025;5411,0;100243,0;informado;13,0;0,146;Laranja;30609,0;0,0;0,0;2438,0;1100,0;0,0;1373,0;500,0;PA;True;12,9;18526,0
Magalhães Barata;2025;1193,0;12795,0;informado;9,0;0,707;Mandioca;9362,0;0,0;0,0;108,0;70,0;0,0;15,0;1000,0;PA;True;2,5;10725,0
Marabá;2025;18792,0;233943,0;informado;15,0;0,369;Mandioca;156028,0;0,0;0,0;1932,0;9660,0;0,0;300,0;6900,0;PA;True;50,8;12449,0
Maracanã;2025;2583,0;38340,0;informado;20,0;0,195;Pimenta-do-reino;8917,0;0,0;0,0;569,0;440,0;0,0;574,0;1000,0;PA;True;9,7;14843,0
Marapanim;2025;1523,0;20022,0;informado;15,0;0,511;Mandioca;9750,0;0,0;0,0;258,0;100,0;0,0;85,0;1080,0;PA;True;2,6;13146,0
Marituba;2025;8,0;166,0;informado;1,0;1,0;Açaí;166,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;PA;True;0,0;20750,0
Medicilândia;2025;60416,0;2313817,0;informado;17,0;0,638;Cacau (em amêndoa);1907091,0;0,0;0,0;11015,0;2155,0;3,0;47023,0;220,0;PA;True;3,5;38298,0
Melgaço;2025;6843,0;170374,0;informado;6,0;0,677;Açaí;161700,0;0,0;0,0;5629,0;0,0;0,0;14,0;1200,0;PA;True;0,0;24898,0
Mocajuba;2025;18368,0;586980,0;informado;11,0;0,304;Açaí;424468,0;0,0;0,0;8828,0;3500,0;0,0;2040,0;4000,0;PA;True;16,3;31957,0
Moju;2025;44190,0;738162,0;informado;20,0;0,295;Dendê (cacho de coco);340171,0;0,0;0,0;15505,0;930,0;0,0;21355,0;6400,0;PA;True;1,8;16704,0
Mojuí dos Campos;2025;116026,0;741844,0;informado;21,0;0,469;Soja (em grão);362340,0;10,0;0,0;503,0;112925,0;0,0;88,0;2500,0;PA;True;96,4;6394,0
Monte Alegre;2025;15550,0;237369,0;informado;23,0;0,232;Mandioca;94268,0;15,0;0,0;4532,0;4588,0;8,0;407,0;6000,0;PA;True;18,0;15265,0
Muaná;2025;1840,0;18400,0;informado;3,0;0,906;Açaí;17145,0;0,0;0,0;1790,0;0,0;0,0;0,0;50,0;PA;True;0,0;10000,0
Nova Esperança do Piriá;2025;11947,0;88987,0;informado;11,0;0,492;Milho (em grão);23920,0;0,0;0,0;885,0;8342,0;0,0;320,0;2400,0;PA;True;67,0;7448,0
Nova Ipixuna;2025;1241,0;17940,0;informado;10,0;0,303;Mandioca;7607,0;0,0;0,0;299,0;642,0;0,0;20,0;280,0;PA;True;48,3;14456,0
Nova Timboteua;2025;1049,0;11661,0;informado;10,0;0,234;Dendê (cacho de coco);4118,0;0,0;0,0;157,0;210,0;0,0;282,0;400,0;PA;True;10,5;11116,0
Novo Progresso;2025;74671,0;344516,0;informado;21,0;0,386;Soja (em grão);240000,0;8,0;0,0;391,0;74167,0;0,0;10,0;95,0;PA;True;77,7;4614,0
Novo Repartimento;2025;8993,0;354282,0;informado;10,0;0,702;Cacau (em amêndoa);330375,0;0,0;0,0;422,0;310,0;505,0;7506,0;250,0;PA;True;2,9;39395,0
Óbidos;2025;9257,0;160783,0;informado;19,0;0,904;Mandioca;151280,0;12,0;0,0;330,0;87,0;15,0;13,0;8800,0;PA;True;0,5;17369,0
Oeiras do Pará;2025;11591,0;384437,0;informado;9,0;0,456;Açaí;313609,0;0,0;0,0;7392,0;259,0;0,0;480,0;3460,0;PA;True;0,7;33167,0
Oriximiná;2025;12438,0;121869,0;informado;13,0;0,931;Mandioca;114600,0;7,0;0,0;246,0;155,0;30,0;0,0;12000,0;PA;True;0,8;9798,0
Ourém;2025;2975,0;44176,0;informado;9,0;0,288;Laranja;18483,0;0,0;0,0;1305,0;320,0;0,0;150,0;1200,0;PA;True;6,7;14849,0
Ourilândia do Norte;2025;1660,0;36769,0;informado;7,0;0,544;Cacau (em amêndoa);27440,0;0,0;0,0;170,0;210,0;0,0;1200,0;80,0;PA;True;12,0;22150,0
Pacajá;2025;13975,0;307720,0;informado;19,0;0,302;Cacau (em amêndoa);170335,0;10,0;0,0;1285,0;2754,0;0,0;6526,0;3400,0;PA;True;14,3;22019,0
Palestina do Pará;2025;905,0;7251,0;informado;8,0;0,466;Mandioca;2107,0;0,0;0,0;95,0;640,0;50,0;0,0;120,0;PA;True;66,3;8012,0
Paragominas;2025;422959,0;2305496,0;informado;19,0;0,538;Soja (em grão);1800000,0;0,0;0,0;425,0;421400,0;0,0;634,0;500,0;PA;True;82,8;5451,0
Parauapebas;2025;5791,0;135729,0;informado;15,0;0,241;Mandioca;73420,0;0,0;0,0;1345,0;2500,0;6,0;90,0;1850,0;PA;True;34,5;23438,0
Pau D'Arco;2025;4910,0;36437,0;informado;7,0;0,49;Soja (em grão);20924,0;0,0;0,0;66,0;4585,0;0,0;29,0;230,0;PA;True;93,4;7421,0
Peixe-Boi;2025;1042,0;7616,0;informado;9,0;0,258;Pimenta-do-reino;3424,0;0,0;0,0;208,0;450,0;0,0;34,0;350,0;PA;True;33,6;7309,0
Piçarra;2025;2884,0;23973,0;informado;8,0;0,758;Milho (em grão);14715,0;0,0;0,0;57,0;2647,0;0,0;0,0;180,0;PA;True;91,2;8312,0
Placas;2025;23010,0;753014,0;informado;16,0;0,427;Cacau (em amêndoa);667000,0;5,0;0,0;1659,0;5800,0;0,0;14946,0;600,0;PA;True;19,6;32726,0
Ponta de Pedras;2025;3365,0;44205,0;informado;3,0;0,962;Açaí;43579,0;0,0;0,0;3335,0;0,0;0,0;0,0;30,0;PA;True;0,0;13137,0
Portel;2025;24870,0;368529,0;informado;4,0;0,63;Açaí;243000,0;0,0;0,0;6070,0;0,0;0,0;0,0;18800,0;PA;True;0,0;14818,0
Porto de Moz;2025;1100,0;29040,0;informado;18,0;0,143;Açaí;6728,0;15,0;0,0;555,0;300,0;0,0;30,0;200,0;PA;True;12,7;26400,0
Prainha;2025;6005,0;65285,0;informado;19,0;0,281;Mandioca;26280,0;6,0;0,0;599,0;4150,0;0,0;50,0;1200,0;PA;True;35,0;10872,0
Primavera;2025;757,0;6047,0;informado;7,0;0,346;Mandioca;3000,0;0,0;0,0;80,0;252,0;0,0;25,0;400,0;PA;True;19,8;7988,0
Quatipuru;2025;828,0;15080,0;informado;10,0;0,369;Açaí;9196,0;0,0;0,0;298,0;80,0;0,0;0,0;450,0;PA;True;7,2;18213,0
Redenção;2025;28350,0;268081,0;informado;10,0;0,327;Mandioca;128535,0;0,0;0,0;45,0;25805,0;0,0;0,0;2500,0;PA;True;78,1;9456,0
Rio Maria;2025;6300,0;74512,0;informado;4,0;0,445;Abacaxi;33390,0;0,0;0,0;350,0;5900,0;0,0;0,0;50,0;PA;True;93,7;11827,0
Rondon do Pará;2025;126638,0;727903,0;informado;14,0;0,475;Soja (em grão);496627,0;0,0;0,0;62,0;126085,0;8,0;3,0;480,0;PA;True;88,4;5748,0
